#Read position (bp)	Clipping profile
0.0	20.703948215807664
1.0	0.9586214267509641
2.0	0.9350532613134045
3.0	0.9157328466233122
4.0	0.8801065500316526
5.0	0.8566754088117533
6.0	0.8437951323516919
7.0	0.8231044754849972
8.0	0.8124165865074994
9.0	0.7881632999816387
10.0	0.7713093212094305
11.0	0.7600733353612917
12.0	0.7354089761824505
13.0	0.7274615715581573
14.0	0.6970421952375863
15.0	0.6888207421779725
16.0	0.6611418502106062
17.0	0.6540165908922744
18.0	0.6393549996026298
19.0	0.6303114012370546
20.0	0.6246934083129851
21.0	0.60962074437036
22.0	0.605372993622893
23.0	0.5994809522635031
24.0	0.5937259351217734
25.0	0.5856415062798199
26.0	0.581530779750013
27.0	0.5737203993433799
28.0	0.5638546556718435
29.0	0.5523446213883841
30.0	0.6800511922477178
31.0	0.6133203982471862
32.0	0.6630601892578495
33.0	0.5978366616515803
34.0	0.5589217838360752
35.0	0.5345314730925543
36.0	1.3714753945612346
37.0	0.4741037931043933
38.0	0.8691446126188342
39.0	0.5298726496921066
40.0	1.7947432029136832
41.0	0.49452040153576743
42.0	0.555222129959249
43.0	0.5387792238400215
44.0	0.46177161351497265
45.0	0.45259099093173727
46.0	0.46327887990923516
47.0	0.45574254793792257
48.0	0.4551944510672816
49.0	0.40381036944469567
50.0	0.39462974686146035
51.0	0.40381036944469567
52.0	0.41737576699305834
53.0	0.3877785359784488
54.0	0.39490379529678077
55.0	0.398055352302966
56.0	0.3838048336663022
57.0	0.4083321686274832
58.0	0.37928303448351464
59.0	0.378323864959893
60.0	0.38120137353075784
61.0	0.3728428962534838
62.0	0.3732539689064645
63.0	0.38476400318992376
64.0	0.3732539689064645
65.0	0.3872304391078079
66.0	0.36859514550601674
67.0	0.36818407285303606
68.0	0.3551667721753143
69.0	0.3640733463232292
70.0	0.3891487781550511
71.0	0.37572040482434865
72.0	0.3873674633254681
73.0	0.3805162524424567
74.0	0.3798311313541555
75.0	0.3999736913502092
76.0	0.3999736913502092
77.0	0.40545466005661845
78.0	0.40065881243851037
79.0	0.41326504046325147
80.0	0.4001107155678695
81.0	0.40189203039745247
82.0	0.40381036944469567
83.0	0.40751002332152186
84.0	0.40929133815110486
85.0	0.41764981542837876
86.0	0.42121244508754474
87.0	0.42587126848799256
88.0	0.43025604345311985
89.0	0.43272247937100405
90.0	0.43121521297674154
91.0	0.43285950358866426
92.0	0.42422697787606983
93.0	0.42066434821690385
94.0	0.42176054195818574
95.0	0.41915708182264133
96.0	0.42039029978158343
97.0	0.41874600916966065
98.0	0.41915708182264133
99.0	0.42066434821690385
100.0	0.42025327556392317
101.0	0.4214864935228652
102.0	0.4214864935228652
103.0	0.42340483257010847
104.0	0.43683320590081093
105.0	0.44286227147786095
106.0	0.45533147528494183
107.0	0.45944220181474876
108.0	0.462593758820934
109.0	0.45999029868538965
110.0	0.46341590412689543
111.0	0.4664304369154204
112.0	0.4754740352809955
113.0	0.4779404711988797
114.0	0.47876261650484103
115.0	0.47615915636929673
116.0	0.4784885680695206
117.0	0.4771183258929183
118.0	0.4784885680695206
119.0	0.48383251255826953
120.0	0.5010975639834585
121.0	0.5084968717371108
122.0	0.48835431174105715
123.0	0.4905466992236208
124.0	0.48451763364657074
125.0	0.49177991718256286
126.0	0.4950684984064083
127.0	0.5004124428951573
128.0	0.508633895954771
129.0	0.5102781865666938
130.0	0.5147999857494814
131.0	0.517540470102686
132.0	0.5212401239795121
133.0	0.5238435841150565
134.0	0.5275432379918826
135.0	0.5283653832978441
136.0	0.5316539645216896
137.0	0.5364498121397976
138.0	0.5387792238400215
139.0	0.5416567324108863
140.0	0.543301023022809
141.0	0.548644967511558
142.0	0.5630325103658821
143.0	0.5787902953968085
144.0	0.5798864891380903
145.0	0.5849563851915187
146.0	0.5915335476392097
147.0	0.583312094579596
148.0	0.5874228211094029
149.0	0.5801605375734108
150.0	0.5116484287432961
