#Read position (bp)	Clipping profile
0.0	24.28751047778709
1.0	1.1106454316848282
2.0	1.0792120704107293
3.0	1.0582564962279966
4.0	1.0058675607711651
5.0	0.9430008382229673
6.0	0.932523051131601
7.0	0.932523051131601
8.0	0.932523051131601
9.0	0.9115674769488683
10.0	0.9115674769488683
11.0	0.9115674769488683
12.0	0.901089689857502
13.0	0.8696563285834032
14.0	0.8591785414920369
15.0	0.8487007544006706
16.0	0.8382229673093042
17.0	0.827745180217938
18.0	0.827745180217938
19.0	0.8591785414920369
20.0	0.8591785414920369
21.0	0.8172673931265717
22.0	0.8067896060352053
23.0	0.7858340318524728
24.0	0.7963118189438391
25.0	0.7858340318524728
26.0	0.7544006705783739
27.0	0.7439228834870076
28.0	0.722967309304275
29.0	0.6915339480301761
30.0	0.6915339480301761
31.0	0.6915339480301761
32.0	0.6705783738474435
33.0	0.6705783738474435
34.0	1.7917015926236377
35.0	0.6496227996647108
36.0	1.6974015088013412
37.0	0.6181894383906119
38.0	0.5762782900251467
39.0	0.5762782900251467
40.0	0.5658005029337804
41.0	0.5658005029337804
42.0	1.7393126571668065
43.0	0.5343671416596815
44.0	0.5029337803855826
45.0	0.5029337803855826
46.0	0.5343671416596815
47.0	0.5029337803855826
48.0	0.4924559932942163
49.0	0.4924559932942163
50.0	0.4819782062028499
51.0	0.47150041911148366
52.0	0.5238893545683152
53.0	0.4610226320201173
54.0	0.47150041911148366
55.0	0.4610226320201173
56.0	0.42958927074601844
57.0	0.40863369656328585
58.0	0.3876781223805532
59.0	0.34576697401508805
60.0	0.3248113998323554
61.0	0.3143336127409891
62.0	0.3038558256496228
63.0	0.3038558256496228
64.0	0.2933780385582565
65.0	0.3038558256496228
66.0	0.3038558256496228
67.0	0.3038558256496228
68.0	0.27242246437552387
69.0	0.2829002514668902
70.0	0.2829002514668902
71.0	0.2933780385582565
72.0	0.2829002514668902
73.0	0.27242246437552387
74.0	0.2829002514668902
75.0	0.27242246437552387
76.0	0.2933780385582565
77.0	0.2933780385582565
78.0	0.2933780385582565
79.0	0.3038558256496228
80.0	0.2933780385582565
81.0	0.2933780385582565
82.0	0.2829002514668902
83.0	0.2829002514668902
84.0	0.2619446772841576
85.0	0.2619446772841576
86.0	0.2619446772841576
87.0	0.2619446772841576
88.0	0.2829002514668902
89.0	0.27242246437552387
90.0	0.27242246437552387
91.0	0.27242246437552387
92.0	0.27242246437552387
93.0	0.27242246437552387
94.0	0.27242246437552387
95.0	0.27242246437552387
96.0	0.27242246437552387
97.0	0.27242246437552387
98.0	0.27242246437552387
99.0	0.27242246437552387
100.0	0.27242246437552387
101.0	0.27242246437552387
102.0	0.27242246437552387
103.0	0.2619446772841576
104.0	0.27242246437552387
105.0	0.2933780385582565
106.0	0.3143336127409891
107.0	0.3143336127409891
108.0	0.3143336127409891
109.0	0.3248113998323554
110.0	0.3248113998323554
111.0	0.3248113998323554
112.0	0.34576697401508805
113.0	0.34576697401508805
114.0	0.34576697401508805
115.0	0.34576697401508805
116.0	0.34576697401508805
117.0	0.34576697401508805
118.0	0.34576697401508805
119.0	0.36672254819782063
120.0	0.3562447611064543
121.0	0.3562447611064543
122.0	0.37720033528918695
123.0	0.37720033528918695
124.0	0.37720033528918695
125.0	0.37720033528918695
126.0	0.37720033528918695
127.0	0.37720033528918695
128.0	0.37720033528918695
129.0	0.3876781223805532
130.0	0.37720033528918695
131.0	0.3876781223805532
132.0	0.39815590947191953
133.0	0.39815590947191953
134.0	0.39815590947191953
135.0	0.40863369656328585
136.0	0.40863369656328585
137.0	0.4191114836546521
138.0	0.42958927074601844
139.0	0.44006705783738476
140.0	0.44006705783738476
141.0	0.450544844928751
142.0	0.450544844928751
143.0	0.4819782062028499
144.0	0.4924559932942163
145.0	0.4924559932942163
146.0	0.5238893545683152
147.0	0.5448449287510477
148.0	0.586756077116513
149.0	0.5343671416596815
150.0	0.36672254819782063
