#Coverage	Number of genomic locations
6585.0	1.0
6589.0	2.0
6615.0	1.0
6617.0	1.0
6636.0	1.0
6640.0	1.0
6662.0	2.0
6665.0	2.0
6666.0	1.0
6667.0	2.0
6673.0	2.0
6681.0	1.0
6685.0	1.0
6687.0	1.0
6697.0	2.0
6702.0	1.0
6703.0	2.0
6708.0	2.0
6711.0	1.0
6712.0	1.0
6727.0	1.0
6741.0	1.0
6747.0	1.0
6752.0	1.0
6756.0	1.0
6759.0	1.0
6761.0	1.0
6769.0	1.0
6780.0	2.0
6788.0	1.0
6789.0	2.0
6791.0	1.0
6793.0	1.0
6794.0	1.0
6803.0	1.0
6826.0	1.0
6834.0	1.0
6838.0	1.0
6842.0	1.0
6863.0	1.0
6864.0	3.0
6865.0	1.0
6867.0	1.0
6872.0	1.0
6889.0	1.0
6892.0	1.0
6893.0	1.0
6898.0	1.0
6900.0	1.0
6902.0	1.0
6915.0	1.0
6918.0	1.0
6921.0	1.0
6924.0	1.0
6932.0	1.0
6940.0	1.0
6943.0	1.0
6950.0	1.0
6951.0	1.0
6956.0	1.0
6957.0	1.0
6972.0	1.0
6984.0	1.0
6987.0	2.0
6990.0	1.0
6994.0	1.0
6997.0	1.0
6999.0	1.0
7000.0	1.0
7006.0	1.0
7007.0	1.0
7009.0	1.0
7011.0	1.0
7013.0	1.0
7019.0	2.0
7020.0	1.0
7021.0	1.0
7025.0	3.0
7026.0	1.0
7029.0	1.0
7033.0	3.0
7034.0	1.0
7035.0	1.0
7041.0	1.0
7043.0	1.0
7045.0	1.0
7047.0	1.0
7049.0	1.0
7071.0	1.0
7074.0	1.0
7089.0	1.0
7091.0	2.0
7093.0	1.0
7098.0	1.0
7100.0	1.0
7106.0	1.0
7109.0	1.0
7112.0	1.0
7114.0	3.0
7115.0	2.0
7116.0	1.0
7133.0	1.0
7136.0	3.0
7143.0	1.0
7147.0	1.0
7158.0	1.0
7160.0	1.0
7164.0	1.0
7188.0	1.0
7191.0	2.0
7208.0	1.0
7209.0	1.0
7217.0	1.0
7219.0	1.0
7239.0	1.0
7251.0	1.0
7261.0	2.0
7264.0	1.0
7270.0	2.0
7278.0	1.0
7279.0	1.0
7281.0	1.0
7283.0	1.0
7284.0	2.0
7285.0	1.0
7286.0	1.0
7297.0	1.0
7310.0	1.0
7311.0	1.0
7332.0	1.0
7333.0	2.0
7336.0	1.0
7337.0	1.0
7340.0	1.0
7365.0	1.0
7379.0	1.0
7383.0	1.0
7385.0	1.0
7404.0	1.0
7407.0	1.0
7410.0	2.0
7412.0	1.0
7422.0	1.0
7424.0	1.0
7426.0	2.0
7427.0	1.0
7430.0	1.0
7434.0	1.0
7452.0	1.0
7457.0	1.0
7462.0	1.0
7515.0	1.0
7581.0	1.0
7604.0	1.0
7606.0	1.0
7624.0	2.0
7626.0	2.0
7633.0	1.0
7635.0	1.0
7639.0	1.0
7666.0	1.0
7668.0	1.0
7670.0	1.0
7673.0	1.0
7690.0	1.0
7702.0	1.0
7711.0	1.0
7741.0	1.0
7746.0	1.0
7750.0	1.0
7752.0	1.0
7756.0	1.0
7762.0	1.0
7765.0	1.0
7771.0	1.0
7775.0	1.0
7776.0	1.0
7778.0	2.0
7786.0	1.0
7787.0	2.0
7788.0	2.0
7793.0	1.0
7794.0	1.0
7795.0	1.0
7801.0	1.0
7803.0	1.0
7813.0	1.0
7814.0	1.0
7817.0	2.0
7819.0	2.0
7820.0	1.0
7827.0	1.0
7831.0	1.0
7845.0	1.0
7848.0	1.0
7855.0	1.0
7859.0	1.0
7882.0	1.0
7893.0	1.0
7899.0	1.0
7900.0	1.0
7902.0	1.0
7904.0	1.0
7908.0	1.0
7910.0	1.0
7912.0	1.0
7914.0	1.0
7916.0	1.0
7917.0	1.0
7920.0	1.0
7926.0	1.0
7931.0	1.0
7936.0	2.0
7942.0	2.0
7943.0	1.0
7948.0	1.0
7949.0	1.0
7952.0	1.0
7957.0	1.0
7959.0	1.0
7960.0	1.0
7976.0	1.0
7988.0	1.0
7991.0	1.0
7997.0	1.0
8004.0	1.0
8020.0	2.0
8023.0	1.0
8026.0	1.0
8030.0	1.0
8039.0	1.0
8053.0	3.0
8056.0	1.0
8062.0	2.0
8069.0	1.0
8080.0	1.0
8081.0	1.0
8089.0	1.0
8093.0	1.0
8096.0	1.0
8103.0	1.0
8110.0	1.0
8120.0	1.0
8121.0	1.0
8122.0	1.0
8131.0	1.0
8140.0	1.0
8141.0	1.0
8146.0	1.0
8149.0	1.0
8152.0	1.0
8153.0	1.0
8159.0	1.0
8170.0	2.0
8185.0	1.0
8201.0	1.0
8215.0	1.0
8220.0	2.0
8227.0	2.0
8229.0	1.0
8230.0	1.0
8234.0	1.0
8242.0	1.0
8246.0	1.0
8251.0	1.0
8253.0	1.0
8258.0	1.0
8265.0	1.0
8272.0	1.0
8280.0	1.0
8287.0	1.0
8289.0	1.0
8291.0	1.0
8302.0	1.0
8304.0	1.0
8306.0	1.0
8309.0	1.0
8310.0	1.0
8320.0	1.0
8323.0	1.0
8331.0	1.0
8336.0	1.0
8337.0	1.0
8347.0	2.0
8350.0	1.0
8352.0	1.0
8367.0	1.0
8383.0	1.0
8393.0	1.0
8396.0	2.0
8397.0	1.0
8398.0	1.0
8403.0	1.0
8406.0	1.0
8407.0	1.0
8410.0	1.0
8419.0	1.0
8421.0	1.0
8426.0	1.0
8428.0	2.0
8435.0	1.0
8436.0	1.0
8440.0	1.0
8451.0	1.0
8453.0	2.0
8473.0	1.0
8474.0	1.0
8477.0	1.0
8480.0	1.0
8499.0	1.0
8518.0	1.0
8531.0	1.0
8532.0	1.0
8536.0	1.0
8551.0	1.0
8556.0	1.0
8564.0	1.0
8568.0	1.0
8608.0	1.0
8619.0	1.0
8632.0	1.0
8650.0	1.0
8659.0	2.0
8662.0	1.0
8672.0	1.0
8690.0	1.0
8738.0	1.0
8742.0	1.0
8744.0	1.0
8748.0	1.0
8752.0	1.0
8754.0	1.0
8755.0	1.0
8756.0	1.0
8766.0	1.0
8768.0	1.0
8776.0	1.0
8780.0	1.0
8794.0	1.0
8796.0	1.0
8818.0	1.0
8823.0	1.0
8824.0	1.0
8826.0	2.0
8834.0	1.0
8842.0	1.0
8848.0	1.0
8861.0	1.0
8864.0	1.0
8866.0	1.0
8876.0	1.0
8880.0	1.0
8888.0	1.0
8900.0	2.0
8906.0	2.0
8912.0	1.0
8914.0	2.0
8916.0	2.0
8922.0	1.0
8933.0	1.0
8935.0	1.0
8936.0	1.0
8939.0	1.0
8944.0	1.0
8946.0	1.0
8952.0	3.0
8953.0	1.0
8958.0	1.0
8959.0	1.0
8960.0	2.0
8962.0	1.0
8986.0	1.0
8987.0	1.0
8990.0	1.0
8991.0	1.0
8992.0	1.0
8994.0	1.0
9008.0	1.0
9015.0	1.0
9017.0	1.0
9026.0	1.0
9035.0	1.0
9036.0	1.0
9042.0	1.0
9044.0	1.0
9046.0	1.0
9067.0	1.0
9070.0	1.0
9072.0	1.0
9073.0	1.0
9094.0	2.0
9104.0	1.0
9107.0	1.0
9118.0	1.0
9121.0	1.0
9122.0	1.0
9123.0	2.0
9125.0	1.0
9127.0	1.0
9128.0	1.0
9133.0	1.0
9135.0	1.0
9144.0	1.0
9152.0	1.0
9154.0	1.0
9160.0	1.0
9162.0	1.0
9169.0	1.0
9174.0	1.0
9175.0	1.0
9177.0	1.0
9178.0	1.0
9180.0	1.0
9182.0	1.0
9183.0	2.0
9187.0	1.0
9192.0	1.0
9196.0	1.0
9200.0	1.0
9201.0	1.0
9205.0	1.0
9217.0	1.0
9225.0	1.0
9234.0	1.0
9240.0	1.0
9243.0	2.0
9257.0	1.0
9265.0	1.0
9270.0	2.0
9271.0	1.0
9272.0	1.0
9273.0	1.0
9277.0	1.0
9278.0	1.0
9281.0	1.0
9289.0	1.0
9302.0	1.0
9307.0	1.0
9312.0	1.0
9315.0	1.0
9317.0	1.0
9321.0	1.0
9361.0	1.0
9365.0	1.0
9367.0	1.0
9414.0	1.0
9433.0	1.0
9440.0	1.0
9446.0	1.0
9447.0	1.0
9451.0	1.0
9455.0	1.0
9458.0	1.0
9460.0	1.0
9462.0	1.0
9463.0	1.0
9466.0	1.0
9468.0	1.0
9486.0	1.0
9491.0	1.0
9492.0	2.0
9494.0	1.0
9505.0	2.0
9507.0	1.0
9508.0	1.0
9510.0	1.0
9514.0	1.0
9515.0	1.0
9516.0	1.0
9529.0	1.0
9531.0	2.0
9535.0	1.0
9536.0	1.0
9538.0	1.0
9543.0	1.0
9545.0	1.0
9547.0	1.0
9549.0	1.0
9550.0	1.0
9555.0	1.0
9557.0	1.0
9562.0	1.0
9566.0	1.0
9572.0	1.0
9575.0	1.0
9578.0	1.0
9584.0	2.0
9586.0	1.0
9587.0	1.0
9588.0	1.0
9590.0	3.0
9597.0	1.0
9598.0	1.0
9606.0	1.0
9611.0	1.0
9615.0	1.0
9623.0	2.0
9632.0	1.0
9636.0	1.0
9650.0	1.0
9655.0	1.0
9660.0	1.0
9674.0	1.0
9691.0	1.0
9693.0	1.0
9694.0	1.0
9697.0	1.0
9701.0	1.0
9702.0	1.0
9704.0	1.0
9724.0	2.0
9732.0	2.0
9747.0	1.0
9750.0	1.0
9757.0	1.0
9761.0	1.0
9776.0	1.0
9781.0	1.0
9786.0	1.0
9801.0	1.0
9808.0	1.0
9811.0	1.0
9816.0	1.0
9824.0	1.0
9827.0	1.0
9828.0	1.0
9835.0	1.0
9836.0	1.0
9852.0	1.0
9853.0	1.0
9854.0	1.0
9858.0	1.0
9864.0	1.0
9865.0	1.0
9871.0	1.0
9873.0	1.0
9875.0	1.0
9883.0	1.0
9890.0	1.0
9891.0	1.0
9899.0	1.0
9904.0	1.0
9927.0	1.0
9929.0	1.0
9940.0	1.0
9949.0	1.0
9951.0	1.0
9955.0	1.0
9958.0	1.0
9960.0	1.0
9962.0	2.0
9969.0	2.0
9980.0	1.0
9981.0	2.0
9984.0	1.0
9985.0	1.0
9995.0	1.0
9997.0	1.0
9998.0	1.0
10004.0	1.0
10010.0	1.0
10011.0	1.0
10021.0	1.0
10026.0	1.0
10030.0	2.0
10041.0	1.0
10055.0	1.0
10058.0	1.0
10065.0	1.0
10068.0	1.0
10072.0	1.0
10078.0	1.0
10079.0	1.0
10082.0	1.0
10085.0	1.0
10094.0	1.0
10096.0	1.0
10098.0	1.0
10100.0	1.0
10106.0	1.0
10108.0	1.0
10111.0	1.0
10118.0	1.0
10119.0	1.0
10121.0	1.0
10124.0	2.0
10128.0	1.0
10129.0	1.0
10130.0	1.0
10146.0	1.0
10147.0	1.0
10157.0	1.0
10159.0	2.0
10165.0	1.0
10167.0	1.0
10169.0	1.0
10172.0	1.0
10173.0	1.0
10182.0	1.0
10192.0	1.0
10201.0	2.0
10209.0	1.0
10212.0	1.0
10213.0	1.0
10216.0	2.0
10223.0	1.0
10225.0	1.0
10228.0	1.0
10231.0	1.0
10243.0	1.0
10253.0	1.0
10259.0	1.0
10262.0	1.0
10277.0	1.0
10278.0	1.0
10280.0	3.0
10281.0	1.0
10285.0	1.0
10290.0	1.0
10293.0	1.0
10301.0	1.0
10307.0	2.0
10312.0	1.0
10319.0	1.0
10329.0	1.0
10330.0	1.0
10337.0	1.0
10338.0	1.0
10340.0	1.0
10349.0	1.0
10350.0	1.0
10352.0	2.0
10355.0	1.0
10358.0	1.0
10362.0	1.0
10364.0	2.0
10365.0	1.0
10366.0	1.0
10367.0	3.0
10369.0	2.0
10373.0	1.0
10375.0	1.0
10377.0	1.0
10378.0	1.0
10384.0	2.0
10387.0	1.0
10390.0	1.0
10396.0	1.0
10399.0	2.0
10400.0	1.0
10401.0	1.0
10412.0	1.0
10415.0	1.0
10416.0	1.0
10417.0	1.0
10422.0	1.0
10428.0	1.0
10432.0	1.0
10433.0	2.0
10437.0	1.0
10438.0	1.0
10443.0	1.0
10444.0	2.0
10449.0	1.0
10450.0	2.0
10451.0	2.0
10454.0	1.0
10456.0	1.0
10457.0	1.0
10458.0	1.0
10461.0	1.0
10463.0	1.0
10466.0	1.0
10468.0	1.0
10470.0	1.0
10480.0	1.0
10481.0	1.0
10484.0	1.0
10487.0	1.0
10493.0	1.0
10500.0	1.0
10507.0	1.0
10511.0	1.0
10529.0	1.0
10531.0	1.0
10539.0	1.0
10545.0	1.0
10547.0	1.0
10554.0	1.0
10563.0	1.0
10566.0	1.0
10567.0	1.0
10570.0	1.0
10574.0	1.0
10585.0	1.0
10586.0	1.0
10587.0	1.0
10598.0	1.0
10606.0	2.0
10610.0	1.0
10624.0	1.0
10625.0	1.0
10628.0	3.0
10631.0	1.0
10632.0	1.0
10636.0	1.0
10645.0	1.0
10647.0	1.0
10648.0	1.0
10649.0	1.0
10651.0	1.0
10652.0	1.0
10653.0	1.0
10656.0	1.0
10666.0	1.0
10676.0	1.0
10677.0	1.0
10678.0	1.0
10679.0	1.0
10691.0	1.0
10692.0	2.0
10697.0	1.0
10699.0	1.0
10700.0	1.0
10701.0	1.0
10702.0	1.0
10704.0	2.0
10707.0	1.0
10712.0	1.0
10713.0	2.0
10717.0	1.0
10718.0	1.0
10720.0	1.0
10721.0	3.0
10722.0	2.0
10723.0	4.0
10725.0	1.0
10726.0	3.0
10728.0	1.0
10729.0	4.0
10730.0	1.0
10735.0	1.0
10737.0	1.0
10738.0	1.0
10746.0	2.0
10747.0	1.0
10748.0	2.0
10751.0	1.0
10752.0	2.0
10753.0	1.0
10754.0	1.0
10755.0	1.0
10757.0	1.0
10758.0	2.0
10760.0	1.0
10763.0	1.0
10765.0	1.0
10767.0	2.0
10768.0	2.0
10769.0	1.0
10770.0	1.0
10773.0	1.0
10774.0	1.0
10777.0	1.0
10783.0	1.0
10784.0	1.0
10786.0	1.0
10790.0	1.0
10791.0	2.0
10792.0	1.0
10796.0	1.0
10799.0	1.0
10801.0	1.0
10805.0	1.0
10806.0	1.0
10808.0	2.0
10812.0	2.0
10814.0	2.0
10816.0	2.0
10818.0	1.0
10819.0	1.0
10822.0	1.0
10826.0	1.0
10827.0	3.0
10829.0	1.0
10830.0	1.0
10833.0	1.0
10835.0	1.0
10844.0	1.0
10845.0	1.0
10846.0	1.0
10848.0	2.0
10849.0	1.0
10852.0	1.0
10854.0	1.0
10856.0	1.0
10858.0	1.0
10861.0	1.0
10868.0	1.0
10869.0	1.0
10870.0	3.0
10871.0	1.0
10877.0	2.0
10878.0	2.0
10880.0	1.0
10885.0	1.0
10886.0	2.0
10887.0	2.0
10889.0	2.0
10890.0	1.0
10891.0	3.0
10893.0	1.0
10895.0	1.0
10897.0	1.0
10898.0	1.0
10901.0	1.0
10902.0	1.0
10905.0	1.0
10906.0	1.0
10910.0	1.0
10913.0	1.0
10917.0	1.0
10923.0	2.0
10925.0	1.0
10929.0	1.0
10934.0	1.0
10940.0	1.0
10942.0	1.0
10943.0	1.0
10945.0	1.0
10947.0	1.0
10948.0	2.0
10950.0	1.0
10951.0	1.0
10952.0	2.0
10954.0	1.0
10956.0	1.0
10964.0	1.0
10966.0	1.0
10970.0	2.0
10980.0	1.0
10981.0	1.0
10987.0	3.0
10989.0	2.0
10990.0	2.0
10991.0	1.0
10995.0	2.0
10997.0	1.0
10998.0	1.0
11000.0	1.0
11004.0	1.0
11006.0	2.0
11007.0	1.0
11012.0	1.0
11019.0	2.0
11023.0	2.0
11025.0	1.0
11026.0	1.0
11027.0	1.0
11028.0	1.0
11034.0	1.0
11040.0	1.0
11046.0	1.0
11047.0	1.0
11052.0	2.0
11056.0	1.0
11061.0	1.0
11062.0	1.0
11065.0	1.0
11068.0	1.0
11072.0	2.0
11074.0	2.0
11076.0	1.0
11084.0	1.0
11092.0	2.0
11095.0	1.0
11098.0	1.0
11100.0	1.0
11102.0	2.0
11112.0	1.0
11114.0	1.0
11115.0	1.0
11117.0	1.0
11120.0	1.0
11124.0	2.0
11125.0	1.0
11126.0	1.0
11128.0	1.0
11129.0	1.0
11130.0	1.0
11135.0	1.0
11136.0	1.0
11137.0	1.0
11139.0	1.0
11141.0	1.0
11150.0	2.0
11154.0	1.0
11155.0	1.0
11158.0	1.0
11161.0	2.0
11163.0	2.0
11164.0	2.0
11165.0	1.0
11166.0	1.0
11168.0	1.0
11169.0	1.0
11172.0	1.0
11184.0	1.0
11189.0	1.0
11196.0	1.0
11198.0	1.0
11202.0	1.0
11203.0	1.0
11206.0	1.0
11207.0	1.0
11209.0	1.0
11212.0	1.0
11215.0	1.0
11216.0	1.0
11220.0	2.0
11223.0	1.0
11225.0	1.0
11230.0	1.0
11238.0	1.0
11240.0	1.0
11241.0	1.0
11245.0	1.0
11246.0	2.0
11248.0	1.0
11253.0	1.0
11257.0	1.0
11258.0	1.0
11262.0	2.0
11267.0	3.0
11268.0	1.0
11269.0	1.0
11270.0	1.0
11273.0	1.0
11280.0	1.0
11288.0	1.0
11300.0	1.0
11305.0	1.0
11306.0	1.0
11307.0	1.0
11308.0	1.0
11311.0	1.0
11313.0	1.0
11319.0	2.0
11322.0	1.0
11325.0	1.0
11326.0	1.0
11328.0	2.0
11336.0	1.0
11342.0	1.0
11343.0	1.0
11347.0	1.0
11349.0	2.0
11353.0	2.0
11355.0	1.0
11360.0	1.0
11361.0	1.0
11364.0	1.0
11371.0	1.0
11376.0	1.0
11381.0	2.0
11385.0	1.0
11387.0	3.0
11391.0	1.0
11393.0	1.0
11396.0	1.0
11397.0	1.0
11400.0	1.0
11401.0	1.0
11404.0	1.0
11405.0	1.0
11406.0	2.0
11407.0	1.0
11413.0	3.0
11415.0	1.0
11426.0	1.0
11427.0	1.0
11429.0	1.0
11430.0	1.0
11431.0	1.0
11434.0	1.0
11435.0	1.0
11436.0	1.0
11446.0	1.0
11448.0	2.0
11453.0	2.0
11455.0	1.0
11463.0	1.0
11467.0	1.0
11469.0	1.0
11472.0	1.0
11483.0	1.0
11485.0	3.0
11486.0	1.0
11489.0	1.0
11492.0	1.0
11497.0	1.0
11498.0	2.0
11501.0	1.0
11502.0	1.0
11507.0	1.0
11515.0	2.0
11521.0	1.0
11524.0	2.0
11525.0	2.0
11529.0	1.0
11530.0	1.0
11531.0	1.0
11532.0	1.0
11533.0	1.0
11535.0	1.0
11539.0	1.0
11540.0	1.0
11544.0	1.0
11545.0	1.0
11554.0	1.0
11558.0	1.0
11561.0	1.0
11565.0	1.0
11572.0	1.0
11584.0	1.0
11585.0	1.0
11588.0	1.0
11589.0	4.0
11590.0	1.0
11591.0	2.0
11595.0	1.0
11599.0	1.0
11603.0	1.0
11605.0	1.0
11610.0	1.0
11616.0	2.0
11619.0	1.0
11624.0	1.0
11631.0	1.0
11632.0	2.0
11639.0	1.0
11640.0	1.0
11642.0	1.0
11646.0	1.0
11649.0	1.0
11653.0	1.0
11658.0	1.0
11659.0	1.0
11662.0	1.0
11671.0	1.0
11675.0	1.0
11676.0	1.0
11678.0	1.0
11679.0	1.0
11689.0	1.0
11698.0	1.0
11699.0	2.0
11700.0	1.0
11707.0	1.0
11711.0	2.0
11712.0	2.0
11714.0	1.0
11722.0	1.0
11730.0	1.0
11733.0	1.0
11734.0	1.0
11735.0	1.0
11739.0	1.0
11747.0	1.0
11756.0	1.0
11766.0	1.0
11768.0	1.0
11777.0	1.0
11778.0	3.0
11784.0	1.0
11793.0	1.0
11800.0	1.0
11802.0	1.0
11804.0	2.0
11809.0	1.0
11810.0	1.0
11812.0	2.0
11815.0	1.0
11822.0	1.0
11831.0	1.0
11836.0	1.0
11837.0	2.0
11840.0	1.0
11841.0	1.0
11848.0	1.0
11852.0	1.0
11873.0	3.0
11878.0	1.0
11883.0	1.0
11900.0	1.0
11904.0	1.0
11907.0	1.0
11908.0	2.0
11912.0	1.0
11916.0	1.0
11921.0	2.0
11925.0	1.0
11937.0	1.0
11939.0	1.0
11943.0	3.0
11946.0	1.0
11947.0	1.0
11949.0	1.0
11950.0	1.0
11956.0	1.0
11959.0	1.0
11962.0	2.0
11963.0	1.0
11964.0	1.0
11965.0	1.0
11967.0	1.0
11971.0	1.0
11977.0	1.0
11978.0	1.0
11979.0	1.0
11984.0	1.0
11985.0	1.0
11987.0	1.0
11992.0	3.0
11996.0	2.0
11997.0	1.0
11998.0	2.0
12000.0	1.0
12002.0	1.0
12003.0	1.0
12011.0	1.0
12012.0	1.0
12013.0	1.0
12014.0	1.0
12015.0	3.0
12016.0	1.0
12017.0	2.0
12019.0	2.0
12020.0	1.0
12024.0	1.0
12026.0	1.0
12029.0	1.0
12031.0	1.0
12033.0	1.0
12034.0	1.0
12035.0	1.0
12037.0	2.0
12038.0	1.0
12040.0	1.0
12043.0	1.0
12044.0	1.0
12052.0	1.0
12053.0	1.0
12057.0	1.0
12059.0	1.0
12066.0	2.0
12070.0	1.0
12071.0	1.0
12072.0	1.0
12082.0	1.0
12084.0	1.0
12088.0	1.0
12090.0	1.0
12095.0	1.0
12096.0	1.0
12097.0	2.0
12098.0	1.0
12099.0	1.0
12100.0	1.0
12101.0	1.0
12104.0	1.0
12107.0	1.0
12108.0	3.0
12111.0	1.0
12116.0	1.0
12121.0	1.0
12127.0	1.0
12129.0	1.0
12131.0	1.0
12141.0	2.0
12149.0	1.0
12150.0	3.0
12151.0	1.0
12153.0	1.0
12154.0	1.0
12157.0	1.0
12160.0	1.0
12161.0	1.0
12162.0	2.0
12167.0	2.0
12168.0	1.0
12170.0	1.0
12173.0	1.0
12174.0	1.0
12176.0	1.0
12177.0	2.0
12178.0	1.0
12182.0	1.0
12184.0	1.0
12189.0	1.0
12190.0	3.0
12191.0	1.0
12193.0	2.0
12194.0	2.0
12195.0	2.0
12197.0	1.0
12198.0	1.0
12201.0	1.0
12206.0	1.0
12207.0	1.0
12212.0	1.0
12213.0	1.0
12214.0	2.0
12215.0	1.0
12218.0	2.0
12219.0	2.0
12222.0	1.0
12223.0	1.0
12226.0	1.0
12229.0	1.0
12237.0	3.0
12238.0	1.0
12239.0	3.0
12241.0	1.0
12245.0	2.0
12248.0	1.0
12251.0	1.0
12253.0	2.0
12256.0	1.0
12258.0	1.0
12262.0	1.0
12265.0	1.0
12266.0	1.0
12267.0	1.0
12268.0	1.0
12272.0	1.0
12281.0	1.0
12282.0	1.0
12283.0	1.0
12286.0	2.0
12287.0	2.0
12288.0	1.0
12289.0	1.0
12292.0	2.0
12293.0	1.0
12296.0	2.0
12297.0	1.0
12298.0	1.0
12299.0	1.0
12303.0	1.0
12304.0	2.0
12308.0	1.0
12311.0	2.0
12325.0	1.0
12326.0	2.0
12328.0	1.0
12330.0	2.0
12331.0	1.0
12332.0	1.0
12333.0	1.0
12336.0	2.0
12338.0	1.0
12339.0	1.0
12340.0	2.0
12341.0	1.0
12344.0	1.0
12345.0	1.0
12346.0	1.0
12348.0	1.0
12353.0	1.0
12355.0	3.0
12356.0	1.0
12357.0	1.0
12362.0	1.0
12364.0	1.0
12368.0	1.0
12371.0	1.0
12374.0	2.0
12378.0	1.0
12379.0	1.0
12380.0	1.0
12381.0	1.0
12385.0	1.0
12386.0	2.0
12387.0	2.0
12389.0	2.0
12390.0	1.0
12391.0	2.0
12394.0	1.0
12396.0	1.0
12397.0	2.0
12399.0	2.0
12400.0	2.0
12401.0	3.0
12403.0	1.0
12404.0	1.0
12405.0	1.0
12406.0	1.0
12407.0	1.0
12408.0	1.0
12409.0	1.0
12414.0	1.0
12417.0	1.0
12421.0	1.0
12426.0	1.0
12428.0	1.0
12429.0	1.0
12432.0	2.0
12433.0	1.0
12434.0	2.0
12436.0	1.0
12437.0	2.0
12439.0	1.0
12442.0	1.0
12443.0	1.0
12444.0	2.0
12445.0	2.0
12446.0	1.0
12449.0	1.0
12450.0	1.0
12452.0	1.0
12461.0	1.0
12464.0	1.0
12465.0	1.0
12466.0	1.0
12471.0	1.0
12475.0	1.0
12476.0	1.0
12481.0	2.0
12482.0	1.0
12486.0	1.0
12488.0	1.0
12490.0	1.0
12492.0	1.0
12493.0	1.0
12495.0	1.0
12501.0	1.0
12506.0	1.0
12508.0	1.0
12509.0	2.0
12510.0	1.0
12514.0	1.0
12517.0	1.0
12519.0	1.0
12522.0	2.0
12523.0	2.0
12524.0	3.0
12525.0	1.0
12527.0	2.0
12529.0	2.0
12530.0	1.0
12532.0	1.0
12533.0	2.0
12536.0	2.0
12542.0	1.0
12544.0	1.0
12546.0	1.0
12548.0	1.0
12550.0	1.0
12552.0	1.0
12555.0	1.0
12558.0	1.0
12559.0	1.0
12561.0	2.0
12567.0	1.0
12568.0	1.0
12571.0	3.0
12573.0	2.0
12575.0	1.0
12576.0	1.0
12577.0	1.0
12579.0	1.0
12580.0	2.0
12581.0	1.0
12582.0	2.0
12585.0	2.0
12586.0	2.0
12587.0	1.0
12589.0	2.0
12590.0	1.0
12591.0	2.0
12592.0	1.0
12594.0	1.0
12596.0	1.0
12600.0	1.0
12601.0	2.0
12604.0	1.0
12608.0	3.0
12609.0	1.0
12610.0	1.0
12612.0	1.0
12616.0	1.0
12617.0	1.0
12621.0	2.0
12622.0	2.0
12623.0	1.0
12627.0	1.0
12631.0	2.0
12633.0	1.0
12634.0	2.0
12635.0	2.0
12638.0	1.0
12642.0	2.0
12643.0	1.0
12644.0	1.0
12648.0	2.0
12649.0	1.0
12651.0	1.0
12652.0	1.0
12655.0	1.0
12658.0	1.0
12660.0	1.0
12664.0	1.0
12665.0	1.0
12666.0	1.0
12669.0	1.0
12670.0	1.0
12674.0	1.0
12675.0	1.0
12676.0	2.0
12677.0	1.0
12680.0	1.0
12683.0	1.0
12685.0	1.0
12686.0	2.0
12687.0	1.0
12692.0	2.0
12695.0	2.0
12696.0	1.0
12697.0	1.0
12698.0	2.0
12700.0	1.0
12701.0	1.0
12706.0	1.0
12708.0	3.0
12709.0	1.0
12710.0	1.0
12711.0	1.0
12712.0	2.0
12713.0	1.0
12714.0	1.0
12717.0	2.0
12718.0	1.0
12720.0	1.0
12724.0	1.0
12725.0	1.0
12726.0	2.0
12728.0	1.0
12731.0	4.0
12732.0	1.0
12733.0	1.0
12735.0	3.0
12739.0	1.0
12740.0	1.0
12742.0	1.0
12744.0	2.0
12745.0	2.0
12746.0	1.0
12748.0	1.0
12750.0	2.0
12752.0	1.0
12753.0	1.0
12759.0	1.0
12760.0	2.0
12764.0	1.0
12767.0	1.0
12770.0	1.0
12774.0	1.0
12777.0	1.0
12778.0	1.0
12780.0	1.0
12782.0	1.0
12784.0	1.0
12786.0	1.0
12787.0	1.0
12792.0	1.0
12794.0	1.0
12795.0	1.0
12796.0	1.0
12808.0	1.0
12809.0	2.0
12811.0	1.0
12812.0	1.0
12813.0	1.0
12818.0	1.0
12819.0	1.0
12820.0	1.0
12821.0	3.0
12822.0	1.0
12834.0	2.0
12836.0	1.0
12841.0	1.0
12842.0	1.0
12843.0	1.0
12844.0	1.0
12845.0	1.0
12846.0	1.0
12848.0	3.0
12852.0	1.0
12856.0	1.0
12859.0	1.0
12861.0	1.0
12862.0	2.0
12863.0	1.0
12864.0	1.0
12865.0	2.0
12868.0	2.0
12870.0	1.0
12873.0	1.0
12874.0	1.0
12876.0	1.0
12877.0	1.0
12878.0	1.0
12879.0	1.0
12882.0	1.0
12884.0	1.0
12885.0	1.0
12886.0	3.0
12887.0	1.0
12890.0	1.0
12891.0	1.0
12894.0	2.0
12897.0	1.0
12898.0	1.0
12900.0	1.0
12901.0	1.0
12902.0	1.0
12904.0	1.0
12905.0	2.0
12906.0	1.0
12909.0	1.0
12910.0	3.0
12911.0	2.0
12912.0	1.0
12913.0	1.0
12914.0	1.0
12915.0	1.0
12917.0	2.0
12918.0	1.0
12919.0	2.0
12924.0	3.0
12926.0	2.0
12928.0	1.0
12932.0	3.0
12934.0	1.0
12936.0	3.0
12937.0	1.0
12944.0	1.0
12947.0	1.0
12948.0	2.0
12950.0	1.0
12953.0	1.0
12954.0	1.0
