#Insert size (bp)	insert size
295.0	377.0
296.0	462.0
297.0	367.0
298.0	402.0
299.0	388.0
300.0	444.0
301.0	440.0
302.0	475.0
303.0	453.0
304.0	493.0
305.0	493.0
306.0	514.0
307.0	694.0
308.0	455.0
309.0	633.0
310.0	463.0
311.0	576.0
312.0	743.0
313.0	510.0
314.0	731.0
315.0	686.0
316.0	523.0
317.0	534.0
318.0	477.0
319.0	618.0
320.0	487.0
321.0	491.0
322.0	554.0
323.0	540.0
324.0	527.0
325.0	598.0
326.0	570.0
327.0	609.0
328.0	487.0
329.0	557.0
330.0	634.0
331.0	633.0
332.0	605.0
333.0	835.0
334.0	552.0
335.0	704.0
336.0	629.0
337.0	661.0
338.0	674.0
339.0	621.0
340.0	747.0
341.0	601.0
342.0	811.0
343.0	672.0
344.0	610.0
345.0	856.0
346.0	641.0
347.0	599.0
348.0	590.0
349.0	611.0
350.0	638.0
351.0	576.0
352.0	735.0
353.0	646.0
354.0	747.0
355.0	624.0
356.0	536.0
357.0	519.0
358.0	609.0
359.0	758.0
360.0	788.0
361.0	641.0
362.0	653.0
363.0	646.0
364.0	664.0
365.0	726.0
366.0	813.0
367.0	717.0
368.0	725.0
369.0	674.0
370.0	774.0
371.0	679.0
372.0	647.0
373.0	964.0
374.0	745.0
375.0	882.0
376.0	729.0
377.0	696.0
378.0	661.0
379.0	885.0
380.0	747.0
381.0	627.0
382.0	647.0
383.0	857.0
384.0	684.0
385.0	798.0
386.0	745.0
387.0	717.0
388.0	1010.0
389.0	1037.0
390.0	825.0
391.0	653.0
392.0	783.0
393.0	862.0
394.0	754.0
395.0	713.0
396.0	814.0
397.0	787.0
398.0	838.0
399.0	671.0
400.0	851.0
401.0	593.0
402.0	727.0
403.0	575.0
404.0	719.0
405.0	739.0
406.0	715.0
407.0	869.0
408.0	607.0
409.0	707.0
410.0	726.0
411.0	775.0
412.0	901.0
413.0	541.0
414.0	739.0
415.0	715.0
416.0	786.0
417.0	646.0
418.0	676.0
419.0	605.0
420.0	788.0
421.0	708.0
422.0	697.0
423.0	744.0
424.0	688.0
425.0	665.0
426.0	711.0
427.0	572.0
428.0	605.0
429.0	570.0
430.0	679.0
431.0	662.0
432.0	596.0
433.0	629.0
434.0	732.0
435.0	587.0
436.0	707.0
437.0	608.0
438.0	646.0
439.0	778.0
440.0	616.0
441.0	593.0
442.0	591.0
443.0	553.0
444.0	668.0
445.0	735.0
446.0	702.0
447.0	630.0
448.0	541.0
449.0	811.0
450.0	647.0
451.0	744.0
452.0	574.0
453.0	467.0
454.0	641.0
455.0	669.0
456.0	741.0
457.0	746.0
458.0	502.0
459.0	775.0
460.0	659.0
461.0	664.0
462.0	484.0
463.0	577.0
464.0	614.0
465.0	908.0
466.0	581.0
467.0	612.0
468.0	529.0
469.0	443.0
470.0	530.0
471.0	584.0
472.0	419.0
473.0	528.0
474.0	543.0
475.0	768.0
476.0	558.0
477.0	527.0
478.0	565.0
479.0	527.0
480.0	555.0
481.0	526.0
482.0	522.0
483.0	530.0
484.0	522.0
485.0	554.0
486.0	509.0
487.0	622.0
488.0	665.0
489.0	435.0
490.0	472.0
491.0	462.0
492.0	580.0
493.0	541.0
494.0	487.0
495.0	457.0
496.0	483.0
497.0	446.0
498.0	500.0
499.0	421.0
500.0	480.0
501.0	463.0
502.0	470.0
503.0	459.0
504.0	439.0
505.0	565.0
506.0	484.0
507.0	404.0
508.0	521.0
509.0	440.0
510.0	418.0
511.0	415.0
512.0	470.0
513.0	548.0
514.0	476.0
515.0	481.0
516.0	427.0
517.0	398.0
518.0	455.0
519.0	427.0
520.0	456.0
521.0	447.0
522.0	371.0
523.0	421.0
524.0	499.0
525.0	446.0
526.0	425.0
527.0	411.0
528.0	453.0
529.0	422.0
530.0	412.0
531.0	420.0
532.0	360.0
533.0	386.0
534.0	427.0
535.0	410.0
536.0	442.0
537.0	417.0
538.0	426.0
539.0	467.0
540.0	414.0
541.0	339.0
542.0	313.0
543.0	376.0
544.0	421.0
545.0	376.0
546.0	336.0
547.0	342.0
548.0	404.0
549.0	376.0
550.0	570.0
551.0	340.0
552.0	431.0
553.0	261.0
554.0	349.0
555.0	400.0
556.0	274.0
557.0	365.0
558.0	335.0
559.0	303.0
560.0	351.0
561.0	328.0
562.0	390.0
563.0	342.0
564.0	339.0
565.0	307.0
566.0	302.0
567.0	297.0
568.0	273.0
569.0	338.0
570.0	338.0
571.0	358.0
572.0	317.0
573.0	279.0
574.0	363.0
575.0	258.0
576.0	354.0
577.0	327.0
578.0	416.0
579.0	288.0
580.0	303.0
581.0	243.0
582.0	203.0
583.0	260.0
584.0	265.0
585.0	251.0
586.0	259.0
587.0	284.0
588.0	313.0
589.0	226.0
590.0	240.0
591.0	246.0
592.0	233.0
593.0	247.0
594.0	211.0
595.0	375.0
596.0	262.0
597.0	277.0
598.0	238.0
599.0	208.0
600.0	233.0
601.0	239.0
602.0	223.0
603.0	271.0
604.0	236.0
605.0	237.0
606.0	232.0
607.0	212.0
608.0	212.0
609.0	236.0
610.0	220.0
611.0	212.0
612.0	214.0
613.0	196.0
614.0	257.0
615.0	296.0
616.0	260.0
617.0	215.0
618.0	212.0
619.0	185.0
620.0	210.0
621.0	219.0
622.0	217.0
623.0	213.0
624.0	235.0
625.0	174.0
626.0	218.0
627.0	175.0
628.0	215.0
629.0	229.0
630.0	254.0
631.0	215.0
632.0	210.0
633.0	187.0
634.0	220.0
635.0	183.0
636.0	210.0
637.0	164.0
638.0	154.0
639.0	267.0
640.0	247.0
641.0	187.0
642.0	161.0
643.0	182.0
644.0	218.0
645.0	407.0
646.0	233.0
647.0	199.0
648.0	166.0
649.0	172.0
650.0	217.0
651.0	231.0
652.0	165.0
653.0	185.0
654.0	148.0
655.0	160.0
656.0	213.0
657.0	162.0
658.0	155.0
659.0	218.0
660.0	194.0
661.0	236.0
662.0	166.0
663.0	208.0
664.0	164.0
665.0	128.0
666.0	217.0
667.0	171.0
668.0	180.0
669.0	164.0
670.0	127.0
671.0	185.0
672.0	113.0
673.0	165.0
674.0	137.0
675.0	144.0
676.0	149.0
677.0	167.0
678.0	148.0
679.0	136.0
680.0	159.0
681.0	130.0
682.0	128.0
683.0	124.0
684.0	150.0
685.0	158.0
686.0	120.0
687.0	137.0
688.0	110.0
689.0	120.0
690.0	196.0
691.0	106.0
692.0	230.0
693.0	96.0
694.0	160.0
695.0	102.0
696.0	118.0
697.0	134.0
698.0	133.0
699.0	153.0
700.0	132.0
701.0	105.0
702.0	109.0
703.0	113.0
704.0	126.0
705.0	137.0
706.0	98.0
707.0	120.0
708.0	80.0
709.0	114.0
710.0	90.0
711.0	114.0
712.0	110.0
713.0	111.0
714.0	113.0
715.0	107.0
716.0	156.0
717.0	126.0
718.0	112.0
719.0	128.0
720.0	139.0
721.0	118.0
722.0	119.0
723.0	106.0
724.0	115.0
725.0	128.0
726.0	129.0
727.0	122.0
728.0	98.0
729.0	81.0
730.0	85.0
731.0	109.0
732.0	105.0
733.0	80.0
734.0	132.0
735.0	95.0
736.0	110.0
737.0	83.0
738.0	80.0
739.0	102.0
740.0	78.0
741.0	101.0
742.0	107.0
743.0	116.0
744.0	82.0
745.0	106.0
746.0	89.0
747.0	85.0
748.0	85.0
749.0	113.0
750.0	99.0
751.0	78.0
752.0	105.0
753.0	77.0
754.0	86.0
755.0	76.0
756.0	91.0
757.0	85.0
758.0	83.0
759.0	92.0
760.0	67.0
761.0	93.0
762.0	95.0
763.0	89.0
764.0	84.0
765.0	79.0
766.0	75.0
767.0	101.0
768.0	83.0
769.0	90.0
770.0	73.0
771.0	80.0
772.0	88.0
773.0	122.0
774.0	80.0
775.0	82.0
776.0	60.0
777.0	83.0
778.0	94.0
779.0	91.0
780.0	105.0
781.0	90.0
782.0	71.0
783.0	89.0
784.0	63.0
785.0	77.0
786.0	84.0
787.0	87.0
788.0	108.0
789.0	87.0
790.0	77.0
791.0	83.0
792.0	76.0
793.0	78.0
794.0	69.0
795.0	74.0
796.0	90.0
797.0	79.0
798.0	57.0
799.0	53.0
800.0	65.0
801.0	57.0
802.0	67.0
803.0	73.0
804.0	76.0
805.0	57.0
806.0	81.0
807.0	61.0
808.0	69.0
809.0	54.0
810.0	67.0
811.0	73.0
812.0	69.0
813.0	48.0
814.0	49.0
815.0	66.0
816.0	51.0
817.0	61.0
818.0	52.0
819.0	61.0
820.0	82.0
821.0	50.0
822.0	60.0
823.0	39.0
824.0	51.0
825.0	58.0
826.0	55.0
827.0	88.0
828.0	51.0
829.0	65.0
830.0	46.0
831.0	62.0
832.0	60.0
833.0	58.0
834.0	49.0
835.0	44.0
836.0	42.0
837.0	41.0
838.0	59.0
839.0	55.0
840.0	45.0
841.0	59.0
842.0	52.0
843.0	48.0
844.0	52.0
845.0	39.0
846.0	60.0
847.0	47.0
848.0	47.0
849.0	46.0
850.0	53.0
851.0	52.0
852.0	52.0
853.0	42.0
854.0	45.0
855.0	45.0
856.0	43.0
857.0	56.0
858.0	54.0
859.0	36.0
860.0	37.0
861.0	44.0
862.0	52.0
863.0	48.0
864.0	33.0
865.0	31.0
866.0	42.0
867.0	49.0
868.0	42.0
869.0	39.0
870.0	57.0
871.0	54.0
872.0	51.0
873.0	38.0
874.0	44.0
875.0	33.0
876.0	51.0
877.0	41.0
878.0	47.0
879.0	42.0
880.0	41.0
881.0	44.0
882.0	32.0
883.0	52.0
884.0	40.0
885.0	35.0
886.0	76.0
887.0	40.0
888.0	53.0
889.0	31.0
890.0	39.0
891.0	42.0
892.0	25.0
893.0	31.0
894.0	45.0
895.0	53.0
896.0	40.0
897.0	34.0
898.0	39.0
899.0	27.0
900.0	34.0
901.0	46.0
902.0	46.0
903.0	33.0
904.0	36.0
905.0	45.0
906.0	48.0
907.0	29.0
908.0	37.0
909.0	39.0
910.0	35.0
911.0	34.0
912.0	27.0
913.0	26.0
914.0	30.0
915.0	43.0
916.0	34.0
917.0	23.0
918.0	33.0
919.0	25.0
920.0	32.0
921.0	37.0
922.0	23.0
923.0	30.0
924.0	32.0
925.0	26.0
926.0	22.0
927.0	41.0
928.0	34.0
929.0	36.0
930.0	26.0
931.0	20.0
932.0	29.0
933.0	32.0
934.0	20.0
935.0	32.0
936.0	31.0
937.0	42.0
938.0	24.0
939.0	42.0
940.0	31.0
941.0	36.0
942.0	22.0
943.0	29.0
944.0	18.0
945.0	36.0
946.0	22.0
947.0	18.0
948.0	34.0
949.0	24.0
950.0	30.0
951.0	24.0
952.0	24.0
953.0	36.0
954.0	18.0
955.0	21.0
956.0	31.0
957.0	25.0
958.0	20.0
959.0	19.0
960.0	32.0
961.0	22.0
962.0	33.0
963.0	32.0
964.0	17.0
965.0	24.0
966.0	18.0
967.0	27.0
968.0	18.0
969.0	26.0
970.0	15.0
971.0	20.0
972.0	19.0
973.0	13.0
974.0	21.0
975.0	14.0
976.0	19.0
977.0	26.0
978.0	18.0
979.0	19.0
980.0	19.0
981.0	24.0
982.0	28.0
983.0	16.0
984.0	21.0
985.0	12.0
986.0	23.0
987.0	23.0
988.0	10.0
989.0	18.0
990.0	17.0
991.0	28.0
992.0	21.0
993.0	22.0
994.0	22.0
995.0	13.0
996.0	13.0
997.0	19.0
998.0	27.0
999.0	14.0
1000.0	12.0
1001.0	16.0
1002.0	15.0
1003.0	23.0
1004.0	26.0
1005.0	12.0
1006.0	23.0
1007.0	10.0
1008.0	20.0
1009.0	16.0
1010.0	16.0
1011.0	15.0
1012.0	15.0
1013.0	9.0
1014.0	15.0
1015.0	13.0
1016.0	17.0
1017.0	6.0
1018.0	12.0
1019.0	18.0
1020.0	13.0
1021.0	18.0
1022.0	11.0
1023.0	15.0
1024.0	27.0
1025.0	28.0
1026.0	20.0
1027.0	12.0
1028.0	18.0
1029.0	16.0
1030.0	12.0
1031.0	15.0
1032.0	14.0
1033.0	13.0
1034.0	6.0
1035.0	14.0
1036.0	19.0
1037.0	13.0
1038.0	17.0
1039.0	16.0
1040.0	23.0
1041.0	17.0
1042.0	9.0
1043.0	16.0
1044.0	18.0
1045.0	13.0
1046.0	7.0
1047.0	14.0
1048.0	12.0
